Cluster-1	total=29	enrichmentScore=3.0701007774592215	phaseStdDev=2.005629377762261	"Mitochondrion,Transit peptide,MitochondrionAnnotation Cluster 1"	Enrichment Score: 3.0701007774592215								
FBtr0333369	Cdc27-RB	0.612997	0.046447	22.4	FlyBase Cdc27-RB	Figure for Cdc27-RB							
FBtr0076843	lark-RC	0.986081	0.03836	0.4	FlyBase lark-RC	Figure for lark-RC							
FBtr0087241	Lis-1-RF	0.763826	0.029055	3.9	FlyBase Lis-1-RF	Figure for Lis-1-RF							
FBtr0082803	B52-RD	1.090746	0.042001	22.9	FlyBase B52-RD	Figure for B52-RD							
													
Cluster-54	total=5	enrichmentScore=0.23620789743218523	phaseStdDev=6.838426135972001	"Tetraspanin,Tetraspanin/Peripherin,Tetraspanin, EC2 domain,cell surface receptor signaling pathwayAnnotation Cluster 54"	Enrichment Score: 0.23620789743218523								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	IPR000301:Tetraspanin	3	0.432276657	0.465824863	-2.528107333	2.642329147	"FBtr0072130, FBtr0089026, FBtr0089028"	611	28	10984	1.926116437	1	1
INTERPRO	IPR018499:Tetraspanin/Peripherin	3	0.432276657	0.601958379	-2.528107333	2.642329147	"FBtr0072130, FBtr0089026, FBtr0089028"	611	36	10984	1.498090562	1	1
INTERPRO	"IPR008952:Tetraspanin, EC2 domain"	3	0.432276657	0.61701246	-2.528107333	2.642329147	"FBtr0072130, FBtr0089026, FBtr0089028"	611	37	10984	1.457601628	1	1
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	4	0.576368876	0.656274224	2.7787232	6.838426136	"FBtr0072130, FBtr0072470, FBtr0333218, FBtr0089026, FBtr0089028"	566	65	10996	1.195542267	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0072130	TM4SF-RA	1.565465	0.018529	0.8	FlyBase TM4SF-RA	Figure for TM4SF-RA							
FBtr0072470	Pdk1-RB	1.236206	0.037102	11.6	FlyBase Pdk1-RB	Figure for Pdk1-RB							
FBtr0089026	Tsp42Eh-RB	0.762191	0.050781	21.4	FlyBase Tsp42Eh-RB	Figure for Tsp42Eh-RB							
FBtr0089028	Tsp42Ei-RA	0.585566	0.047552	18.3	FlyBase Tsp42Ei-RA	Figure for Tsp42Ei-RA							
FBtr0333218	Pdk1-RJ	1.289345	0.018529	9.8	FlyBase Pdk1-RJ	Figure for Pdk1-RJ							
													
Cluster-55	total=11	enrichmentScore=0.21070350076662503	phaseStdDev=3.2737685134977084	"EF-hand-like domain,EF-Hand 1, calcium-binding site,Signal transduction mechanisms / Cytoskeleton / Cell division and chromosome partitioning / General function prediction only,EFh,EF-hand domainAnnotation Cluster 55"	Enrichment Score: 0.21070350076662503								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	IPR011992:EF-hand-like domain	8	1.152737752	0.466656675	-1.4219327	3.420204844	"FBtr0305077, FBtr0088402, FBtr0085694, FBtr0076360, FBtr0100298, FBtr0304964, FBtr0085094, FBtr0089941, FBtr0075983, FBtr0332090"	611	116	10984	1.239799086	1	1
INTERPRO	"IPR018247:EF-Hand 1, calcium-binding site"	6	0.864553314	0.502875521	21.13551686	1.766686049	"FBtr0088402, FBtr0304964, FBtr0085094, FBtr0089941, FBtr0310088, FBtr0075983, FBtr0332090"	611	84	10984	1.284077625	1	1
COG_ONTOLOGY	Signal transduction mechanisms / Cytoskeleton / Cell division and chromosome partitioning / General function prediction only	3	0.432276657	0.634765081	-1.927973	3.626090147	"FBtr0085694, FBtr0089941, FBtr0075983, FBtr0332090"	101	26	1239	1.415460777	1	1
SMART	SM00054:EFh	4	0.576368876	0.759996702	-2.4420446	3.402337761	"FBtr0085694, FBtr0304964, FBtr0089941, FBtr0075983, FBtr0332090"	289	71	5218	1.017203567	1	1
INTERPRO	IPR002048:EF-hand domain	5	0.720461095	0.78090784	-2.348903167	3.112870353	"FBtr0088402, FBtr0085694, FBtr0304964, FBtr0089941, FBtr0075983, FBtr0332090"	611	95	10984	0.94616246	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0089941	scf-RB	1.132638	0.009609	17.9	FlyBase scf-RB	Figure for scf-RB							
FBtr0304964	Cam-RD	0.285993	NOTEST	19.5	FlyBase Cam-RD	Figure for Cam-RD							
FBtr0076360	CG6709-RA	1.097552	0.040404	5.8	FlyBase CG6709-RA	Figure for CG6709-RA							
FBtr0088402	magu-RB	1.637531	0.025327	22.1	FlyBase magu-RB	Figure for magu-RB							
FBtr0310088	Zasp52-RN	1.786221	0.029055	23.6	FlyBase Zasp52-RN	Figure for Zasp52-RN							
FBtr0085094	SPARC-RA	1.482311	0.009609	22.3	FlyBase SPARC-RA	Figure for SPARC-RA							
FBtr0085694	aralar1-RA	2.616683	0.013115	3.9	FlyBase aralar1-RA	Figure for aralar1-RA							
FBtr0100298	Dyb-RD	1.535278	0.013115	21.1	FlyBase Dyb-RD	Figure for Dyb-RD							
FBtr0305077	Dyb-RH	1.267283	0.040967	22.7	FlyBase Dyb-RH	Figure for Dyb-RH							
FBtr0332090	CG32103-RE	1.159578	0.025327	21	FlyBase CG32103-RE	Figure for CG32103-RE							
FBtr0075983	CG32103-RC	0.948838	0.037102	21.5	FlyBase CG32103-RC	Figure for CG32103-RC							
													
Cluster-56	total=3	enrichmentScore=0.198958363886731	phaseStdDev=0.863822690886016	"NADH dehydrogenase activity,mitochondrial electron transport, NADH to ubiquinone,Ubiquinone,mitochondrial respiratory chain complex IAnnotation Cluster 56"	Enrichment Score: 0.198958363886731								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_MF_DIRECT	GO:0003954~NADH dehydrogenase activity	3	0.432276657	0.527051836	-1.816816667	0.863822691	"FBtr0084172, FBtr0300680, FBtr0273393"	507	32	9284	1.716715976	1	1
GOTERM_BP_DIRECT	"GO:0006120~mitochondrial electron transport, NADH to ubiquinone"	3	0.432276657	0.573747687	-1.816816667	0.863822691	"FBtr0084172, FBtr0300680, FBtr0273393"	566	37	10996	1.575207717	1	1
UP_KEYWORDS	Ubiquinone	3	0.432276657	0.718816726	-1.816816667	0.863822691	"FBtr0084172, FBtr0300680, FBtr0273393"	694	50	13921	1.203544669	1	0.948
GOTERM_CC_DIRECT	GO:0005747~mitochondrial respiratory chain complex I	3	0.432276657	0.73616318	-1.816816667	0.863822691	"FBtr0084172, FBtr0300680, FBtr0273393"	561	46	10026	1.165542897	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0300680	ND-B12-RE	1.064027	0.027401	22.5	FlyBase ND-B12-RE	Figure for ND-B12-RE							
FBtr0273393	ND-B17.2-RB	3.847776	0	23	FlyBase ND-B17.2-RB	Figure for ND-B17.2-RB							
FBtr0084172	ND-42-RA	0.973126	0.024683	21	FlyBase ND-42-RA	Figure for ND-42-RA							
													
Cluster-57	total=7	enrichmentScore=0.1840216839692119	phaseStdDev=2.731291727155875	"immune response,response to bacterium,innate immune response,Innate immunity,ImmunityAnnotation Cluster 57"	Enrichment Score: 0.1840216839692119								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0006955~immune response	5	0.720461095	0.300878095	1.0746254	2.849807732	"FBtr0082594, FBtr0089340, FBtr0074183, FBtr0076433, FBtr0086734"	566	54	10996	1.798848318	1	1
GOTERM_BP_DIRECT	GO:0009617~response to bacterium	3	0.432276657	0.692147981	2.900325	1.063457976	"FBtr0089340, FBtr0074183, FBtr0076433"	566	46	10996	1.267014902	1	1
GOTERM_BP_DIRECT	GO:0045087~innate immune response	5	0.720461095	0.788773018	2.8239256	1.498784131	"FBtr0077519, FBtr0335276, FBtr0089340, FBtr0074183, FBtr0076433"	566	104	10996	0.934017396	1	1
UP_KEYWORDS	Innate immunity	3	0.432276657	0.841241908	2.900325	1.063457976	"FBtr0089340, FBtr0074183, FBtr0076433"	694	65	13921	0.925803591	1	0.948
UP_KEYWORDS	Immunity	3	0.432276657	0.869819435	2.900325	1.063457976	"FBtr0089340, FBtr0074183, FBtr0076433"	694	70	13921	0.859674763	1	0.948
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0074183	PGRP-LE-RA	1.883257	0.015683	1.4	FlyBase PGRP-LE-RA	Figure for PGRP-LE-RA							
FBtr0082594	CG5641-RA	1.129723	0.040404	19.9	FlyBase CG5641-RA	Figure for CG5641-RA							
FBtr0089340	Rel-RC	0.870308	0.049729	3.5	FlyBase Rel-RC	Figure for Rel-RC							
FBtr0077519	Sec5-RA	0.353804	0.039622	0.7	FlyBase Sec5-RA	Figure for Sec5-RA							
FBtr0335276	Src42A-RB	2.622639	0.005379	4.7	FlyBase Src42A-RB	Figure for Src42A-RB							
FBtr0076433	PGRP-LA-RC	0.842392	0.049238	3.8	FlyBase PGRP-LA-RC	Figure for PGRP-LA-RC							
FBtr0086734	Dlip3-RA	0.294861	0.051356	0.8	FlyBase Dlip3-RA	Figure for Dlip3-RA							
													
Cluster-58	total=28	enrichmentScore=0.16427938675139286	phaseStdDev=4.444817015789921	"Iron,Endoplasmic reticulum,Heme,heme binding,Monooxygenase,endoplasmic reticulum membrane,monooxygenase activity,Microsome,iron ion binding,organelle membrane,Cytochrome P450, conserved site,Iron (heme axial ligand),Cytochrome P450,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,Cytochrome P450, E-class, group I,Secondary metabolites biosynthesis, transport, and catabolismAnnotation Cluster 58"	Enrichment Score: 0.16427938675139286								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Iron	13	1.873198847	0.232793128	0.809696857	4.638136451	"FBtr0076956, FBtr0076957, FBtr0089056, FBtr0089188, FBtr0089766, FBtr0085712, FBtr0082424, FBtr0085632, FBtr0086156, FBtr0345609, FBtr0334890, FBtr0078226, FBtr0072954, FBtr0330378"	694	189	13921	1.379724929	1	0.948
UP_KEYWORDS	Endoplasmic reticulum	11	1.585014409	0.434234024	-0.019647091	4.932207633	"FBtr0334873, FBtr0080916, FBtr0079251, FBtr0345609, FBtr0089056, FBtr0074299, FBtr0089766, FBtr0100537, FBtr0084017, FBtr0332413, FBtr0085712"	694	184	13921	1.199183999	1	0.948
UP_KEYWORDS	Heme	7	1.008645533	0.521277844	1.730358857	6.007935683	"FBtr0345609, FBtr0089056, FBtr0089188, FBtr0334890, FBtr0072954, FBtr0089766, FBtr0085712"	694	116	13921	1.210461592	1	0.948
GOTERM_MF_DIRECT	GO:0020037~heme binding	8	1.152737752	0.584894686	1.578992375	5.650892438	"FBtr0110922, FBtr0345609, FBtr0089056, FBtr0089188, FBtr0077144, FBtr0072954, FBtr0089766, FBtr0085712"	507	132	9284	1.109796187	1	1
UP_KEYWORDS	Monooxygenase	6	0.864553314	0.587207551	1.234941429	4.163924937	"FBtr0076956, FBtr0076957, FBtr0345609, FBtr0089056, FBtr0079128, FBtr0089766, FBtr0085712"	694	103	13921	1.16848997	1	0.948
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	12	1.729106628	0.697002444	-0.16459925	4.13572923	"FBtr0080916, FBtr0079251, FBtr0345609, FBtr0307491, FBtr0089056, FBtr0085571, FBtr0072607, FBtr0074299, FBtr0089766, FBtr0084017, FBtr0332413, FBtr0085712"	561	221	10026	0.970406756	1	1
GOTERM_MF_DIRECT	GO:0004497~monooxygenase activity	5	0.720461095	0.714121231	0.6508996	4.789159729	"FBtr0345609, FBtr0089056, FBtr0079128, FBtr0089766, FBtr0085712"	507	88	9284	1.040433925	1	1
UP_KEYWORDS	Microsome	4	0.576368876	0.760137027	1.0865945	5.265065375	"FBtr0345609, FBtr0089056, FBtr0089766, FBtr0085712"	694	79	13921	1.015649509	1	0.948
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	7	1.008645533	0.824565507	0.749243625	4.982753333	"FBtr0076956, FBtr0076957, FBtr0334275, FBtr0345609, FBtr0089056, FBtr0085571, FBtr0089766, FBtr0085712"	507	148	9284	0.866090943	1	1
GOTERM_CC_DIRECT	GO:0031090~organelle membrane	4	0.576368876	0.825555325	1.0865945	5.265065375	"FBtr0345609, FBtr0089056, FBtr0089766, FBtr0085712"	561	79	10026	0.904894063	1	1
INTERPRO	"IPR017972:Cytochrome P450, conserved site"	4	0.576368876	0.828930592	1.0865945	5.265065375	"FBtr0345609, FBtr0089056, FBtr0089766, FBtr0085712"	611	80	10984	0.898854337	1	1
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme axial ligand)	5	0.720461095	0.862588594	-0.0268136	5.209168946	"FBtr0345609, FBtr0089056, FBtr0072954, FBtr0089766, FBtr0085712"	196	96	3113	0.827221514	1	1
INTERPRO	IPR001128:Cytochrome P450	4	0.576368876	0.873854771	1.0865945	5.265065375	"FBtr0345609, FBtr0089056, FBtr0089766, FBtr0085712"	611	88	10984	0.817140307	1	1
GOTERM_MF_DIRECT	"GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	4	0.576368876	0.88018729	1.0865945	5.265065375	"FBtr0345609, FBtr0089056, FBtr0089766, FBtr0085712"	507	91	9284	0.804907124	1	1
INTERPRO	"IPR002401:Cytochrome P450, E-class, group I"	3	0.432276657	0.932760554	-0.102798333	5.594872351	"FBtr0345609, FBtr0089766, FBtr0085712"	611	77	10984	0.700405977	1	1
COG_ONTOLOGY	"Secondary metabolites biosynthesis, transport, and catabolism"	4	0.576368876	0.983832913	1.0865945	5.265065375	"FBtr0345609, FBtr0089056, FBtr0089766, FBtr0085712"	101	91	1239	0.539223153	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0330378	PSR-RB	1.315157	0.023884	22.1	FlyBase PSR-RB	Figure for PSR-RB							
FBtr0077144	Cyt-c1-RA	1.308997	0.02813	23.6	FlyBase Cyt-c1-RA	Figure for Cyt-c1-RA							
FBtr0080916	mdy-RB	1.641879	0.024683	23.9	FlyBase mdy-RB	Figure for mdy-RB							
FBtr0082424	Ho-RA	2.285526	0.005379	20.5	FlyBase Ho-RA	Figure for Ho-RA							
FBtr0332413	Rtnl1-RL	2.018356	NOTEST	3.3	FlyBase Rtnl1-RL	Figure for Rtnl1-RL							
FBtr0334275	Hph-RA	0.780661	0.03296	16.4	FlyBase Hph-RA	Figure for Hph-RA							
FBtr0076956	ple-RA	0.814116	NOTEST	3.3	FlyBase ple-RA	Figure for ple-RA							
FBtr0076957	ple-RB	2.539148	NOTEST	2.1	FlyBase ple-RB	Figure for ple-RB							
FBtr0086156	SdhB-RA	0.68163	0.014377	22.2	FlyBase SdhB-RA	Figure for SdhB-RA							
FBtr0085632	Fer1HCH-RB	0.943927	0.054875	23.4	FlyBase Fer1HCH-RB	Figure for Fer1HCH-RB							
FBtr0089766	Cyp6d5-RA	0.707803	0.039622	18.8	FlyBase Cyp6d5-RA	Figure for Cyp6d5-RA							
FBtr0085712	Cyp4c3-RA	1.317892	0.036061	21.2	FlyBase Cyp4c3-RA	Figure for Cyp4c3-RA							
FBtr0072954	Pxn-RE	0.910893	0.027401	19.5	FlyBase Pxn-RE	Figure for Pxn-RE							
FBtr0089056	Cyp9b1-RA	1.64049	0.018529	4.7	FlyBase Cyp9b1-RA	Figure for Cyp9b1-RA							
FBtr0345609	Cyp4d2-RB	1.597683	0.029757	7.7	FlyBase Cyp4d2-RB	Figure for Cyp4d2-RB							
FBtr0100537	bocks-RB	1.323857	0.008018	7	FlyBase bocks-RB	Figure for bocks-RB							
FBtr0307491	GCS1-RC	1.307908	0.014377	20.4	FlyBase GCS1-RC	Figure for GCS1-RC							
FBtr0079251	Cpr-RB	1.426223	0.022309	21.6	FlyBase Cpr-RB	Figure for Cpr-RB							
FBtr0334890	COX5A-RC	0.733328	0.008018	0.5	FlyBase COX5A-RC	Figure for COX5A-RC							
FBtr0085571	CG9743-RA	2.372364	0	3.8	FlyBase CG9743-RA	Figure for CG9743-RA							
FBtr0089188	apolpp-RA	1.746946	0.023178	11.7	FlyBase apolpp-RA	Figure for apolpp-RA							
FBtr0079128	CG7277-RA	1.055386	0.017597	22.9	FlyBase CG7277-RA	Figure for CG7277-RA							
FBtr0334873	Cnx99A-RE	1.496956	0.011589	17.4	FlyBase Cnx99A-RE	Figure for Cnx99A-RE							
FBtr0084017	meigo-RA	1.051417	0.023178	0.8	FlyBase meigo-RA	Figure for meigo-RA							
FBtr0074299	Cnx14D-RA	1.17583	0.040967	17.5	FlyBase Cnx14D-RA	Figure for Cnx14D-RA							
FBtr0072607	Vti1a-RA	1.716942	0.016774	22.5	FlyBase Vti1a-RA	Figure for Vti1a-RA							
FBtr0078226	CG11796-RB	1.361613	0.031953	1.6	FlyBase CG11796-RB	Figure for CG11796-RB							
FBtr0110922	Eip63E-RH	1.064194	NOTEST	1.4	FlyBase Eip63E-RH	Figure for Eip63E-RH							
													
Cluster-59	total=7	enrichmentScore=0.15166151330868893	phaseStdDev=2.4162585107939942	"TPR repeat,TPR,Tetratricopeptide repeat,Tetratricopeptide repeat-containing domain,Tetratricopeptide-like helicalAnnotation Cluster 59"	Enrichment Score: 0.15166151330868893								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	TPR repeat	3	0.432276657	0.477910623	-0.556663333	3.001287395	"FBtr0071637, FBtr0333369, FBtr0080982"	694	32	13921	1.880538545	1	0.948
SMART	SM00028:TPR	4	0.576368876	0.68439187	-0.895781	2.66473205	"FBtr0071637, FBtr0333369, FBtr0080982, FBtr0333855"	289	63	5218	1.146372274	1	1
INTERPRO	IPR019734:Tetratricopeptide repeat	4	0.576368876	0.794370396	-0.895781	2.66473205	"FBtr0071637, FBtr0333369, FBtr0080982, FBtr0333855"	611	75	10984	0.95877796	1	1
INTERPRO	IPR013026:Tetratricopeptide repeat-containing domain	4	0.576368876	0.815749134	-0.895781	2.66473205	"FBtr0071637, FBtr0333369, FBtr0080982, FBtr0333855"	611	78	10984	0.921901884	1	1
INTERPRO	IPR011990:Tetratricopeptide-like helical	7	1.008645533	0.823116363	-1.442091143	2.416258511	"FBtr0082195, FBtr0076022, FBtr0071637, FBtr0087242, FBtr0333369, FBtr0080982, FBtr0333855"	611	145	10984	0.86785936	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0333855	CG8336-RD	2.618261	0.009609	22.1	FlyBase CG8336-RD	Figure for CG8336-RD							
FBtr0071637	Tmtc3-RA	1.98089	0.015683	3.5	FlyBase Tmtc3-RA	Figure for Tmtc3-RA							
FBtr0087242	clu-RA	1.047144	0.017597	19.5	FlyBase clu-RA	Figure for clu-RA							
FBtr0080982	Sgt-RA	0.605444	0.042263	20.4	FlyBase Sgt-RA	Figure for Sgt-RA							
FBtr0082195	gammaSnap2-RA	0.320823	0.037522	23.9	FlyBase gammaSnap2-RA	Figure for gammaSnap2-RA							
FBtr0333369	Cdc27-RB	0.612997	0.046447	22.4	FlyBase Cdc27-RB	Figure for Cdc27-RB							
FBtr0076022	eIF3l-RA	1.434886	0.026614	22.1	FlyBase eIF3l-RA	Figure for eIF3l-RA							
													
Cluster-60	total=8	enrichmentScore=0.151098515549713	phaseStdDev=5.941205539627246	"microtubule binding,microtubule,MicrotubuleAnnotation Cluster 60"	Enrichment Score: 0.151098515549713								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_MF_DIRECT	GO:0008017~microtubule binding	7	1.008645533	0.522245904	2.541732429	5.873774741	"FBtr0334464, FBtr0089188, FBtr0307191, FBtr0087241, FBtr0081180, FBtr0308228, FBtr0082457"	507	106	9284	1.209259053	1	1
GOTERM_CC_DIRECT	GO:0005874~microtubule	4	0.576368876	0.790185853	-0.6472755	3.000707074	"FBtr0087241, FBtr0081180, FBtr0082535, FBtr0082457"	561	74	10026	0.966035554	1	1
UP_KEYWORDS	Microtubule	3	0.432276657	0.853296886	0.567977333	2.469473519	"FBtr0087241, FBtr0081180, FBtr0082457"	694	67	13921	0.898167663	1	0.948
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0308228	pod1-RG	1.904514	0.011589	21.8	FlyBase pod1-RG	Figure for pod1-RG							
FBtr0081180	hook-RA	-0.124825	0.038871	22.1	FlyBase hook-RA	Figure for hook-RA							
FBtr0334464	bif-RE	1.359113	0.041578	20.1	FlyBase bif-RE	Figure for bif-RE							
FBtr0082457	Jupiter-RB	0.823005	0.047988	23.7	FlyBase Jupiter-RB	Figure for Jupiter-RB							
FBtr0087241	Lis-1-RF	0.763826	0.029055	3.9	FlyBase Lis-1-RF	Figure for Lis-1-RF							
FBtr0082535	Lk6-RB	0.444921	0.05251	19.7	FlyBase Lk6-RB	Figure for Lk6-RB							
FBtr0089188	apolpp-RA	1.746946	0.023178	11.7	FlyBase apolpp-RA	Figure for apolpp-RA							
FBtr0307191	nuf-RM	2.206097	0	10.5	FlyBase nuf-RM	Figure for nuf-RM							
													
Cluster-61	total=5	enrichmentScore=0.1272565350099082	phaseStdDev=3.4696062653555373	"BTB/POZ fold,BTB,BTB/POZ-likeAnnotation Cluster 61"	Enrichment Score: 0.1272565350099082								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	IPR011333:BTB/POZ fold	5	0.720461095	0.702241169	-2.985842	3.469606265	"FBtr0083642, FBtr0083424, FBtr0070127, FBtr0074973, FBtr0089659"	611	85	10984	1.057475691	1	1
SMART	SM00225:BTB	4	0.576368876	0.751415915	-2.89561375	3.873887435	"FBtr0083642, FBtr0083424, FBtr0074973, FBtr0089659"	289	70	5218	1.031735047	1	1
INTERPRO	IPR000210:BTB/POZ-like	4	0.576368876	0.786798855	-2.89561375	3.873887435	"FBtr0083642, FBtr0083424, FBtr0074973, FBtr0089659"	611	74	10984	0.971734419	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0089659	Sh-RA	0.790605	0.040178	17.3	FlyBase Sh-RA	Figure for Sh-RA							
FBtr0083642	fru-RC	2.09277	0.005379	19.7	FlyBase fru-RC	Figure for fru-RC							
FBtr0070127	SkpA-RC	1.108338	0.043022	20.7	FlyBase SkpA-RC	Figure for SkpA-RC							
FBtr0083424	Keap1-RC	0.97097	0.048262	3.6	FlyBase Keap1-RC	Figure for Keap1-RC							
FBtr0074973	Shal-RA	1.551797	0.015683	19.8	FlyBase Shal-RA	Figure for Shal-RA							
													
Cluster-62	total=7	enrichmentScore=0.11210425867860685	phaseStdDev=5.988209540590999	"G protein-coupled receptor, rhodopsin-like,GPCR, rhodopsin-like, 7TM,G-protein coupled receptor,G-protein coupled receptor signaling pathway,TransducerAnnotation Cluster 62"	Enrichment Score: 0.11210425867860685								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	"IPR000276:G protein-coupled receptor, rhodopsin-like"	5	0.720461095	0.615614296	1.1027346	6.135085623	"FBtr0075338, FBtr0339781, FBtr0301484, FBtr0339612, FBtr0083876"	611	76	10984	1.182703075	1	1
INTERPRO	"IPR017452:GPCR, rhodopsin-like, 7TM"	5	0.720461095	0.615614296	1.1027346	6.135085623	"FBtr0075338, FBtr0339781, FBtr0301484, FBtr0339612, FBtr0083876"	611	76	10984	1.182703075	1	1
UP_KEYWORDS	G-protein coupled receptor	4	0.576368876	0.84833904	-1.04757525	4.891822999	"FBtr0075338, FBtr0339781, FBtr0301484, FBtr0083876"	694	93	13921	0.862756035	1	0.948
GOTERM_BP_DIRECT	GO:0007186~G-protein coupled receptor signaling pathway	6	0.864553314	0.864942825	0.3790585	5.829631077	"FBtr0075338, FBtr0339781, FBtr0301484, FBtr0088264, FBtr0339612, FBtr0083876"	566	143	10996	0.815142455	1	1
UP_KEYWORDS	Transducer	6	0.864553314	0.989246358	0.060416167	5.343186082	"FBtr0075338, FBtr0339781, FBtr0070070, FBtr0301484, FBtr0088264, FBtr0083876"	694	226	13921	0.532541889	1	0.989246358
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0088264	Galphao-RB	0.624849	0.044367	20.8	FlyBase Galphao-RB	Figure for Galphao-RB							
FBtr0339781	SPR-RB	3.123657	0.008018	6.1	FlyBase SPR-RB	Figure for SPR-RB							
FBtr0083876	Rh3-RA	1.037006	0	18.9	FlyBase Rh3-RA	Figure for Rh3-RA							
FBtr0075338	Rh4-RA	0.700931	0.056233	18	FlyBase Rh4-RA	Figure for Rh4-RA							
FBtr0070070	Or1a-RA	1.004518	0.040404	7.8	FlyBase Or1a-RA	Figure for Or1a-RA							
FBtr0339612	CG12290-RB	0.679912	0.03296	9.7	FlyBase CG12290-RB	Figure for CG12290-RB							
FBtr0301484	Octbeta1R-RC	3.182866	0	0.8	FlyBase Octbeta1R-RC	Figure for Octbeta1R-RC							
													
